Ngram,Count
cinta pangeran terhadap,1
cinta pangeran,1
cinta itu berakhir,1
cinta itu,1
cinta ini adalah,1
cinta ini,1
cinta adalah berkat,1
cinta adalah,1
bahwa persatuan tidak,1
bahwa persatuan,1
bahwa mereka dihargai,1
bahwa mereka,1
bahwa ini semua,1
bahwa ini,1
bahwa dia akan,1
bahwa dia,1
bahwa cinta ini,1
bahwa cinta,1
bahkan tidak tahu,1
bahkan tidak,1
bahaya ini utk,1
bahaya ini,1
clip it,1
class song dude,1
combination that,1
collabed with stray,1
collabed with,1
collab with alan,1
collab with,1
coh ngeri lurr,1
coh ngeri,1
cocok buat backsound,1
cocok buat,1
coba dong jawa,1
coba dong,1
clip nya ganasss,1
clip nya,1
clip it must,1
bakal bisa sekali,1
bakal bisa,1
commented because,1
coming from indonesia,1
coming from,1
comes from suicide,1
comes from,1
comeback here again,1
comeback here,1
come here because,1
come here,1
combining edm culture,1
combining edm,1
combined with indonesias,1
combined with,1
combine our traditional,1
combine our,1
combination that symbolizes,1
concept with modern,1
concept with,1
concept of clip,1
concept of,1
concept love the,1
concept love,1
compose the song,1
compose the,1
completely epic,1
compete in eurovision,1
compete in,1
comments me thinking,1
comments me,1
comments are indonesian,1
comments are,1
commented because this,1
controls others,1
control in toxic,1
control in,1
contest this song,1
contest this,1
contest theres big,1
contest theres,1
contain of indonesia,1
contain of,1
connection with this,1
connection with,1
congtatzzz bro,1
congratulations weird genius,1
congratulations weird,1
congrats and thanks,1
congrats and,1
courage to take,1
courage to,1
courage that remains,1
courage that,1
country they deserve,1
country they,1
country such an,1
country such,1
country apa cuma,1
country apa,1
countless pain mendorong,1
cool geez have,1
cool geez,1
cool blending of,1
cool blending,1
controls others dominantly,1
cuk sekelas global,1
cuk sekelas,1
crying to hear,1
crying to,1
crying or is,1
crying or,1
crews who were,1
crews who,1
covid udah tahun,1
covid udah,1
covid ternyata bisa,1
covid ternyata,1
covid dimana mana,1
covid dimana,1
covid di mana,1
covid di,1
culture jaipong tune,1
culture jaipong,1
culture is so,1
culture is,1
culture inside,1
culture and western,1
culture and,1
culture amazed me,1
culture amazed,1
culture agnez mo,1
culture agnez,1
cultural combinations,1
culametan trending hadeuhhh,1
culametan trending,1
cukup general toxic,1
cukup general,1
culture you tryna,1
culture you,1
culture with thick,1
culture with,1
culture well played,1
culture well,1
culture very beautiful,1
culture very,1
culture this song,1
culture this is,1
culture thank greetings,1
culture thank,1
culture remix,1
culture music,1
culture mix with,1
culture mix,1
cuman tauku sepenggalan,1
cuman tauku,1
cumah di bilang,1
cumah di,1
cuma untuk viral,1
cuma untuk,1
cuma scroll tiktok,1
cuma scroll,1
cuma lathi yang,1
cuma lathi,1
cuma konten sampah,1
cuma konten,1
cuma keliling indonesia,1
cuma keliling,1
cultures maybe the,1
cultures maybe,1
cuz theres indonesian,1
cuz theres,1
cuz never heard,1
cuz never,1
cuz dont know,1
cuz dont,1
cuy indonesia punya,1
cuy indonesia,1
curse dan yang,1
curse dan,1
cup official music,1
cup official,1
cup indonesia lathi,1
cup indonesia,1
cung yang masih,1
cung yang,1
dah tua saja,1
dah tua,1
dah tetep saja,1
dah tetep,1
dah tangan,1
dah tambah tahun,1
dah tambah,1
dah days,1
dah biasanya di,1
dah biasanya,1
dah biasa dislikeatau,1
dah biasa,1
daerah ku jaranan,1
daerah ku,1
dadi wong jowo,1
dadi wong,1
damn it ur,1
dalam video permusikan,1
dalam video,1
dalam project ini,1
dalam project,1
dalam nya,1
dalam ni gempak,1
dalam ni,1
dalam lagu ini,1
dalam lagu,1
dalam jt view,1
dalam jt,1
dalam hati gw,1
dalam hati,1
dalam berkata atapun,1
dalam berkata,1
damnnn muchh salute,1
damnnn muchh,1
damn was wrong,1
damn was,1
damn the javanese,1
damn the,1
damn my grammar,1
damn my,1
damn merinding anj,1
damn merinding,1
damn man this,1
damn man,1
damn lathi been,1
damn lathi,1
damn its an,1
damn its,1
dan di ulang,1
dan di ini,1
dan budaya indonesiakejaweny,1
dan budaya,1
dan buat yang,1
dan buat,1
dan bangga banget,1
dan bangga,1
dan bahasa jawa,1
dan bahasa inggrisnya,1
dan atraksi ekstrim,1
dan atraksi,1
dan aku masih,1
dan aku,1
dan akhirnya cuma,1
dan akhirnya,1
dan jt,1
dan jawa di,1
dan jawa,1
dan ingris,1
dan ingin membuktikan,1
dan ingin,1
dan harapan bahwa,1
dan harapan,1
dan giliran gw,1
dan giliran,1
dan emang gabisa,1
dan emang,1
dan dislike rb,1
dan dislike,1
dan direndahkan mbuatnya,1
dan direndahkan,1
dan memadukan musik,1
dan memadukan,1
dan megah,1
dan makna lagu,1
dan makna,1
dan kutukan telah,1
dan kt kehilangan,1
dan kt,1
dan kometar setuju,1
dan kometar,1
dan kengen lagu,1
dan kengen,1
dan kenapa tidak,1
dan kenapa,1
dan kebudayaan,1
dan jt likes,1
bahasa indonesia,1
bagusss banget pesannya,1
bagusss banget,1
baguss banget asli,1
baguss banget,1
bagus salam dari,1
bagus salam,1
bagus plus keren,1
bagus plus,1
dan nonton,1
dan musiknyaterima kasih,1
dan musiknyaterima,1
dan music vidio,1
dan music,1
dan minat masyarakat,1
dan minat,1
dan tidak terkesan,1
dan tari jawa,1
dan tari,1
dan tak bisa,1
dan tak berperasaan,1
dan sepecahhh ini,1
dan sepecahhh,1
dan seni tari,1
dan seni,1
dan penghasilannya kecil,1
dan penghasilannya,1
dan nonton video,1
bahasa jawa dan,1
bahasa inggrisnya dicampur,1
bahasa inggrisnya,1
bahasa indonesia nya,1
dance version dari,1
dance version,1
dance to this,1
dance to,1
dance is cool,1
dance is,1
dance ilustrates the,1
dance ilustrates,1
dan you are,1
dan you,1
dan yap tahun,1
dan yap,1
dan yang kutahu,1
dan yang gak,1
dan trending lagunya,1
dan trending,1
dapet piala,1
dapat melarikan diri,1
dapat melarikan,1
dapat like ya,1
dapat like,1
dap pokok,1
dann please jgn,1
dann please,1
dang bro song,1
dang bro,1
dancing gamelan also,1
dancing gamelan,1
dancing edm gamelan,1
dancing edm,1
dancer the way,1
dancer the,1
dari jaman,1
dari indonesia yang,1
dari indonesia lestarilah,1
dari dulumusiknya kerenyahhhh,1
dari dulumusiknya,1
dari dulu selalu,1
dari dulu gw,1
dari dari kesalahan,1
dari dari,1
dari dan kengen,1
dari dan,1
dari berbagai negara,1
dari berbagai,1
dari anak th,1
dari anak,1
dapet piala musik,1
dari perkataan,1
dari nonton masih,1
dari nonton,1
dari million dance,1
dari million,1
dari masa depan,1
dari masa,1
dari lisannya dalam,1
dari lisannya,1
dari lagu tiktod,1
dari lagu,1
dari kesalahan kehormatan,1
dari kesalahan ajining,1
dari kalimantan sulawesi,1
dari kalimantan,1
dari jaman pertama,1
darkside nya itu,1
darkside nya,1
darkgothic story nya,1
darkgothic story,1
darkest side that,1
darkest side,1
dari tari dan,1
dari tari,1
dari tahap pertama,1
dari tahap,1
dari segi konsep,1
dari segi,1
dari rusia,1
dari reza arab,1
dari reza,1
dari perkataan mu,1
deltarune black knife,1
deltarune black,1
deep lov this,1
deep lov,1
dedemit youtube siipi,1
dedemit youtube,1
decir que la,1
decir que,1
decided to dance,1
decided to,1
debo decir que,1
debo decir,1
de la chica,1
de la,1
day may god,1
day may,1
dengan sebuah,1
dengan musik tradisional,1
dengan musik,1
dengan like terbanyak,1
dengan like,1
dengan karakter indonesia,1
dengan karakter,1
dengan indonesia,1
dengan epic bahaya,1
dengan epic,1
dengan bagian drop,1
dengan bagian,1
demi mengpresiasi karya,1
demi mengpresiasi,1
demi allah keren,1
demi allah,1
dengar pasti,1
dengar musik ini,1
dengar musik,1
dengar ini ngumpul,1
dengar ini,1
dengar di tahun,1
dengar di,1
dengan weird genius,1
dengan weird,1
dengan video ini,1
dengan video,1
dengan versi transisi,1
dengan versi,1
dengan unsur budaya,1
dengan unsur,1
dengan sebuah kutukan,1
bagus kayak gini,1
bagus kayak,1
bagus gabungan jawa,1
bagus gabungan,1
bagus bangett woy,1
bagus bangett,1
bagus banget si,1
bagus banget deh,1
bagus banget dan,1
bagus banget apa,1
bagian lirik jawa,1
dengarin sampe sekarang,1
dengarin sampe,1
dengar seperti yang,1
dengar seperti,1
dengar pasti merinding,1
denger saja ketiga,1
denger saja kedua,1
denger nya,1
denger ni lagu,1
denger ni,1
denger lagunya pokoknya,1
denger lagunya,1
denger ini merasa,1
denger ini,1
denger dan nonton,1
denger dan kenapa,1
denger banget,1
bagus parah bahasa,1
bagus parah,1
bagus kek gini,1
bagus kek,1
dengerin lagunya gw,1
dengerin lagunya,1
dengerin lagu sampe,1
dengerin lagu sampai,1
dengerin lagu ini,1
dengerin lagu apa,1
dengerin lagi pakai,1
dengerin lagi,1
dengerin ini tidak,1
dengerin ini mungkin,1
dengerin di th,1
dengerin di,1
dengerin berkali tetep,1
dengerin berkali,1
denger suara kek,1
denger suara,1
depan tahun,1
denying all for,1
dengerinnya harus go,1
dengerinnya harus,1
dengerin sampe sekarang,1
dengerin sampe,1
dengerin pun masih,1
dengerin pun,1
dengerin musik nya,1
dengerin musik,1
dengerin masih gak,1
dengerin masih,1
dengerin mantepp sluurrr,1
dengerin mantepp,1
dengerin lathi ditahun,1
dengerin lathi,1
deying all of,1
deying all,1
dewi persik nyanyi,1
dewi persik,1
desire to do,1
desire to,1
deserves more viewers,1
deserves more,1
deserve world attention,1
deserve world,1
deserve moreeeee,1
deserve better than,1
deserve better,1
describes the feelings,1
describes the,1
depan tahun inget,1
di buat story,1
di buat,1
di billboard kereennn,1
di billboard,1
di bilang ghaib,1
di bilang,1
di beranda,1
di belanda di,1
di belanda,1
di bawah ayoo,1
di bawah,1
di bagian lirik,1
di bagian,1
di ada,1
dg setanumahku nang,1
dg setanumahku,1
di duniabiar indonesia,1
di duniabiar,1
di dunia,1
di dislike ya,1
di dislike,1
di didengerin berulaang,1
di didengerin,1
di dengernyaaa,1
di denger banget,1
di denger,1
di dalam nya,1
di dalam,1
di campurkan dengan,1
di campurkan,1
di bumi ini,1
di bumi,1
di lagu,1
di kepala bangga,1
di kepala,1
di kemas dengan,1
di kemas,1
di kasih,1
di internasional semangat,1
di internasional,1
di ini gapernah,1
di ini,1
di indonesia make,1
di indonesia bagus,1
di film horor,1
di film,1
di emang arap,1
di emang,1
di penghujung,1
di pen nonton,1
di pen,1
di negri sendiri,1
di negri,1
di negara ini,1
di negara,1
di music international,1
di music,1
di mana seluruh,1
di mana,1
di lisannya seseorang,1
di lisannya,1
di lathi versi,1
di lathi,1
di lagu ini,1
di tambah,1
di sini gua,1
di sini,1
di siapa saja,1
di siapa,1
di setel sampe,1
di setel,1
di sangka mengejutkan,1
di sangka,1
di salah satu,1
di salah,1
di remix ama,1
di remix,1
di puterin lagu,1
di puterin,1
di penghujung tahun,1
dia amazed dengan,1
dia amazed,1
dia akan berhasil,1
dia akan,1
di youtube itu,1
di youtube,1
di ungkapin,1
di ulang jujur,1
di ulang,1
di ucapan menurut,1
di ucapan,1
di tiktok dengan,1
di tiktok cuman,1
di th hadir,1
di th,1
di tambah musikny,1
diawal saja udah,1
diawal saja,1
diangkat ke internasional,1
diangkat ke,1
dia yang ku,1
dia yang,1
dia pun heran,1
dia pun,1
dia pertama kali,1
dia pertama,1
dia paling bingung,1
dia paling,1
dia keren jg,1
dia keren,1
dia di film,1
dia di,1
didnt open it,1
didnt open,1
didengerin berulaang ulaaangg,1
didengerin berulaang,1
didenger dan tidak,1
didenger dan,1
did the tiktok,1
did the,1
dicampur tapi enak,1
dicampur tapi,1
dicampur dengan lagu,1
dicampur dengan,1
dibuat secara tidak,1
dibuat secara,1
dibilang ngundang setan,1
dibilang ngundang,1
dimana mana belajar,1
dimana mana,1
dimana dia pertama,1
dimana dia,1
dimana covid dimana,1
dimana covid,1
dilihat di sini,1
dilihat di,1
dilahirkan sebagai orang,1
dilahirkan sebagai,1
dikemas secara apik,1
dikemas secara,1
dikantor krn ada,1
dikantor krn,1
dihargai agar usaha,1
dihargai agar,1
direndahkan mbuatnya,1
director is reza,1
director is,1
dipublish jt view,1
dipublish jt,1
diomong kancanan karo,1
diomong kancanan,1
dinilai dari lisannya,1
dinilai dari,1
dingin dan tak,1
dina ngalakukeun bela,1
dina ngalakukeun,1
dimensi laindunia penuh,1
dimensi laindunia,1
dimana pun itu,1
dimana pun,1
bagian kowe iso,1
bagian itu kalau,1
bagian itu,1
bagian drop sampai,1
bagian drop,1
bagian arasnsemen jawa,1
bagian arasnsemen,1
bagi yang membaca,1
bagi yang,1
bagi negara mau,1
bagi negara,1
bad word nudity,1
bad word,1
diri ada di,1
diri ada,1
direndahkan mbuatnya bangkit,1
dirumah saja,1
dirumah cuma scroll,1
dirumah cuma,1
diriku begitu dingin,1
diriku begitu,1
diri soko lathi,1
diri soko,1
diri sendiri salut,1
diri sendiri,1
diri ono neng,1
diri di lathi,1
diri di,1
diri dari kesalahan,1
diri dari,1
bagian lirik,1
bagian kowe raiso,1
disini dukung yang,1
disini dukung,1
disekolah ku bener,1
disekolah ku,1
disek boss,1
disebutnya yang mana,1
disebutnya yang,1
discovered this song,1
discovered this,1
disangkain tombol dowload,1
disangkain tombol,1
disajikan sebagus ini,1
disajikan sebagus,1
disaat nanti saat,1
disaat nanti,1
dirumahaja psbb,1
dislike sebanyak itu,1
dislike sebanyak,1
dislike rb subs,1
dislike rb dalam,1
dislike pasti orang,1
dislike pasti,1
dislike maslhhnya apaan,1
dislike maslhhnya,1
dislike heran gua,1
dislike heran,1
dislike generasi tiktok,1
dislike generasi,1
dislike fix yang,1
dislike fix,1
disini go internasional,1
disini go,1
ditonton juta like,1
ditonton juta,1
ditahun masih ada,1
ditahun masih,1
disurga bangga dengan,1
disurga bangga,1
distancing yang semua,1
distancing yang,1
dislikeatau memang gasuka,1
dislikeatau memang,1
dislike yang dislike,1
dislike yang,1
dislike ya padahal,1
dislike ya,1
dislike sering nonton,1
dislike sering,1
do with,1
do things fire,1
do things,1
do it,1
dngan ke aripan,1
dngan ke,1
dng perpaduan musik,1
dng perpaduan,1
dn lagu indonesia,1
dn lagu,1
dj is on,1
dj is,1
diulangulang ini drop,1
diulangulang ini,1
diulang ulang belum,1
diulang ulang,1
done javanese,1
donald trump tepuk,1
donald trump,1
dominantly glass eater,1
dominantly glass,1
dominance control in,1
dominance control,1
doang puter kali,1
doang puter,1
doain go internasional,1
doain go,1
do you want,1
do you,1
do wrong if,1
do wrong,1
do with this,1
dont come here,1
dont come,1
dong saya terlahir,1
dong saya,1
dong react lathi,1
dong react,1
dong kak react,1
dong kak,1
dong jawa,1
dong and was,1
dong and just,1
done perfectly good,1
done perfectly,1
done next sundanese,1
done next,1
done javanese done,1
backsound nya,1
back to this,1
back to,1
back then but,1
back then,1
baca komentar yang,1
baca komentar,1
babylets goooooooo,1
ayoo monggo coba,1
ayoo monggo,1
ayok guys tembuskan,1
ayok guys,1
ayo viral kan,1
dont understand,1
dont feel the,1
dont feel,1
dr awal ini,1
dr awal,1
dpt mengangkat budaya,1
dpt mengangkat,1
dope wish had,1
dope wish,1
dope tiktok hippity,1
dope tiktok,1
dope the melody,1
dope the,1
dope asf would,1
dope asf,1
dont understand what,1
bacot orang yng,1
bacot orang,1
backsound nya solo,1
dude must go,1
dude must,1
dude as javanese,1
dude as,1
drop sampai diulangulang,1
drop sampai,1
drop like wtf,1
drop like,1
drop kok bisa,1
drop kok,1
dri negeri menuju,1
dri negeri,1
dri lagu lathi,1
dri lagu,1
dr sma sudah,1
dr sma,1
dulu selalu,1
dulu ini dengerin,1
dulu ini,1
dulu gw pengen,1
dulu gw,1
dukungan terbaik terbanyak,1
dukungan terbaik,1
dukung yang memberikan,1
dukung yang,1
dukung weird genius,1
dukung weird,1
dugeman gledek ojo,1
dugeman gledek,1
dugem wgyo,1
dugem wg troboss,1
dugem wg,1
eargasm for,1
duniabiar indonesia populer,1
duniabiar indonesia,1
dunia yang belum,1
dunia yang,1
dunia donald trump,1
dunia donald,1
dunia ber istirahat,1
dunia ber,1
dunia agnez mo,1
dunia agnez,1
dulumusiknya kerenyahhhh benerbener,1
dulumusiknya kerenyahhhh,1
dulu sempat mendunia,1
dulu sempat,1
dulu selalu merindig,1
edit satu,1
edit pin me,1
edit pin,1
edaaaan pancen istimewa,1
edaaaan pancen,1
eating lamp and,1
eating lamp,1
eater symbol of,1
eater symbol,1
eater embrace your,1
eater embrace,1
easy listening video,1
easy listening dan,1
earth alffy rev,1
earth alffy,1
eargasm for us,1
editwahhthanks for,1
editor so how,1
editor so,1
editing thought this,1
editing thought,1
edited thanks for,1
edited thanks,1
edited thank you,1
edited thank,1
editan parody gwp,1
editan parody,1
edit yo ngono,1
edit yo,1
edit tan ama,1
edit tan,1
edit satu hari,1
edm gamelan mantap,1
edm gamelan keren,1
edm gamelan auto,1
edm dengan unsur,1
edm dengan,1
edm dancing gamelan,1
edm dancing,1
edm dan emang,1
edm dan,1
edm culture with,1
edm culture,1
edm aura edm,1
edm aura,1
edm anjayy nyampe,1
edm anjayy,1
editwahhthanks for likes,1
edmtradisional bikin bangga,1
edmtradisional bikin,1
edmjawagamelan dan music,1
edmjawagamelan dan,1
edm yang berkualitas,1
edm yang,1
edm udah keren,1
edm udah,1
edm tradisional yang,1
edm tradisional,1
edm pertama dari,1
edm pertama,1
edm gracias bangchan,1
edm gracias,1
edm gamelan the,1
edm gamelan merasa,1
eka gustiwana,1
eka gerald sara,1
eka gerald,1
eka bigrespect,1
eh ketemu sama,1
eh ketemu,1
eh ini harus,1
eh ini,1
eh anjirr sumpah,1
eh anjirr,1
efek song jawa,1
efek song,1
efek pas darkside,1
efek pas,1
edmxgamelan ini punya,1
edmxgamelan ini,1
emang jenius,1
emang gabisa boong,1
emang gabisa,1
emang arap ini,1
emang arap,1
eletric dan budaya,1
eletric dan,1
elements makes listeners,1
elements makes,1
el tono vocal,1
el tono,1
el puente cada,1
el puente,1
ekstrim jawa dan,1
ekstrim jawa,1
eka gustiwana produce,1
emg keren,1
emerges from someone,1
emerges from,1
embrace your soul,1
embrace your,1
emang udah suka,1
emang udah,1
emang the best,1
emang the,1
emang seenak itusuka,1
emang seenak,1
emang pecah lathi,1
emang pecah,1
emang kurang suka,1
emang kurang,1
emang jenius good,1
enchantress do wrong,1
enchantress do,1
enchantress dngan ke,1
enchantress dngan,1
encanta el puente,1
encanta el,1
enak didenger dan,1
enak didenger,1
enak dibaca,1
enak di denger,1
enak di,1
empat terobos ajalah,1
empat terobos,1
emg seneng banget,1
emg seneng,1
emg keren banget,1
endi suarane edit,1
endi suarane,1
endi iki,1
end nothing was,1
end nothing,1
end edit pin,1
end edit,1
enchantress yo,1
enchantress weird genius,1
enchantress weird,1
enchantress the darkest,1
enchantress the,1
enchantress lightning rage,1
enchantress lightning,1
enchantress from the,1
enchantress from suicide,1
epic bahaya ini,1
epic bahaya,1
entah kenapa aku,1
entah kenapa,1
entah karena bangga,1
entah karena,1
englishpushing through the,1
englishpushing through,1
english so bad,1
